timestamp,room_id,temperature_c,humidity_pct,particle_count_0_5um,diff_pressure_pa
2025-03-07T13:00:00,ROOM-02,19.82,53.0,1282,12.7
2025-03-07T14:00:00,ROOM-02,19.66,43.2,1414,13.1
2025-03-07T15:00:00,ROOM-02,20.66,44.8,1426,14.6
2025-03-07T16:00:00,ROOM-02,21.04,53.1,1525,13.0
2025-03-07T17:00:00,ROOM-02,21.1,44.8,1155,11.2
2025-03-07T18:00:00,ROOM-02,20.37,45.4,1491,13.7
2025-03-07T19:00:00,ROOM-02,20.61,45.1,1646,12.0
2025-03-07T20:00:00,ROOM-02,19.7,38.4,1182,12.0
2025-03-07T21:00:00,ROOM-02,20.08,51.2,1878,14.9
2025-03-07T22:00:00,ROOM-02,20.5,43.3,1481,10.8
2025-03-07T23:00:00,ROOM-02,20.79,42.8,1973,10.8
2025-03-08T00:00:00,ROOM-02,20.21,51.6,1607,11.3
2025-03-08T01:00:00,ROOM-02,20.88,42.0,1240,13.3
2025-03-08T02:00:00,ROOM-02,20.87,36.1,1902,13.1
2025-03-08T03:00:00,ROOM-02,20.38,46.2,703,14.6
2025-03-08T04:00:00,ROOM-02,20.77,44.4,2277,13.1
2025-03-08T05:00:00,ROOM-02,21.1,36.0,948,11.4
2025-03-08T06:00:00,ROOM-02,19.45,45.2,1752,13.6
2025-03-08T07:00:00,ROOM-02,20.46,43.8,1498,13.3
2025-03-08T08:00:00,ROOM-02,21.06,49.3,1376,15.0
2025-03-08T09:00:00,ROOM-02,21.1,45.9,1280,10.4
2025-03-08T10:00:00,ROOM-02,20.7,42.2,1158,11.7
2025-03-08T11:00:00,ROOM-02,20.68,43.5,1306,11.2
2025-03-08T12:00:00,ROOM-02,20.96,44.7,1200,11.9
2025-03-08T13:00:00,ROOM-02,20.5,45.9,1451,11.5
2025-03-08T14:00:00,ROOM-02,21.13,36.0,2111,10.4
2025-03-08T15:00:00,ROOM-02,20.93,50.7,1019,13.7
2025-03-08T16:00:00,ROOM-02,21.12,43.2,1147,12.5
2025-03-08T17:00:00,ROOM-02,20.26,43.9,1782,14.3
2025-03-08T18:00:00,ROOM-02,20.89,48.8,1815,9.4
2025-03-08T19:00:00,ROOM-02,18.88,49.6,1209,11.5
2025-03-08T20:00:00,ROOM-02,19.82,42.5,1911,12.3
2025-03-08T21:00:00,ROOM-02,20.96,42.5,2121,14.1
2025-03-08T22:00:00,ROOM-02,20.2,43.1,1619,11.2
2025-03-08T23:00:00,ROOM-02,19.59,43.1,1603,13.3
2025-03-09T00:00:00,ROOM-02,20.35,45.1,1488,12.8
2025-03-09T01:00:00,ROOM-02,20.83,46.4,836,11.7
2025-03-09T02:00:00,ROOM-02,20.61,43.2,1366,12.1
2025-03-09T03:00:00,ROOM-02,20.34,43.1,1197,10.6
2025-03-09T04:00:00,ROOM-02,21.44,51.3,1173,13.3
2025-03-09T05:00:00,ROOM-02,20.85,36.4,862,13.2
2025-03-09T06:00:00,ROOM-02,20.29,47.2,1166,11.2
2025-03-09T07:00:00,ROOM-02,20.4,48.1,1230,14.1
2025-03-09T08:00:00,ROOM-02,20.31,45.6,1101,11.7
2025-03-09T09:00:00,ROOM-02,20.6,39.6,1254,12.6
2025-03-09T10:00:00,ROOM-02,20.86,42.7,2121,12.1
2025-03-09T11:00:00,ROOM-02,20.73,44.8,1807,13.0
2025-03-09T12:00:00,ROOM-02,20.75,46.4,1309,14.4
2025-03-09T13:00:00,ROOM-02,20.7,41.5,2015,13.4
2025-03-09T14:00:00,ROOM-02,20.02,40.8,1921,14.1
2025-03-09T15:00:00,ROOM-02,20.78,46.7,1324,12.9
2025-03-09T16:00:00,ROOM-02,20.58,50.0,1518,12.4
2025-03-09T17:00:00,ROOM-02,22.06,47.3,1030,15.1
2025-03-09T18:00:00,ROOM-02,20.52,50.1,1179,14.5
2025-03-09T19:00:00,ROOM-02,21.6,45.4,1522,11.8
2025-03-09T20:00:00,ROOM-02,19.87,40.9,1530,10.2
2025-03-09T21:00:00,ROOM-02,20.1,37.4,1305,9.3
2025-03-09T22:00:00,ROOM-02,20.62,46.8,952,11.5
2025-03-09T23:00:00,ROOM-02,20.4,39.5,768,13.9
2025-03-10T00:00:00,ROOM-02,20.64,52.6,1197,13.7
2025-03-10T01:00:00,ROOM-02,19.48,42.3,1366,12.9
2025-03-10T02:00:00,ROOM-02,20.99,52.4,1144,14.9
2025-03-10T03:00:00,ROOM-02,19.72,44.7,1349,11.7
2025-03-10T04:00:00,ROOM-02,20.22,47.3,1942,14.4
2025-03-10T05:00:00,ROOM-02,21.29,41.3,1317,13.1
2025-03-10T06:00:00,ROOM-02,21.74,47.0,1515,10.5
2025-03-10T07:00:00,ROOM-02,20.26,44.9,2018,14.1
2025-03-10T08:00:00,ROOM-02,20.3,43.6,1557,12.1
2025-03-10T09:00:00,ROOM-02,19.71,42.7,625,11.0
2025-03-10T10:00:00,ROOM-02,20.14,39.0,1387,11.5
2025-03-10T11:00:00,ROOM-02,19.73,48.2,1385,13.3
2025-03-10T12:00:00,ROOM-02,20.63,44.3,1826,13.7
2025-03-10T13:00:00,ROOM-02,20.35,48.7,2200,14.5
2025-03-10T14:00:00,ROOM-02,20.01,46.7,1518,11.5
2025-03-10T15:00:00,ROOM-02,20.32,52.3,1398,12.4
2025-03-10T16:00:00,ROOM-02,20.06,51.0,1138,15.0
2025-03-10T17:00:00,ROOM-02,20.21,42.1,1941,12.4
2025-03-10T18:00:00,ROOM-02,20.22,49.1,881,13.7
2025-03-10T19:00:00,ROOM-02,20.62,48.7,704,11.9
2025-03-10T20:00:00,ROOM-02,20.35,42.4,1766,11.0
2025-03-10T21:00:00,ROOM-02,21.91,47.0,1284,13.5
2025-03-10T22:00:00,ROOM-02,20.61,42.2,1486,13.8
2025-03-10T23:00:00,ROOM-02,19.37,46.1,1396,13.4
2025-03-01T00:00:00,ROOM-03,20.04,42.8,1481,13.2
2025-03-01T01:00:00,ROOM-03,20.24,42.4,1482,13.6
2025-03-01T02:00:00,ROOM-03,19.59,46.9,1227,11.4
2025-03-01T03:00:00,ROOM-03,19.92,45.6,1816,11.5
2025-03-01T04:00:00,ROOM-03,20.61,51.3,1586,12.7
2025-03-01T05:00:00,ROOM-03,20.06,42.0,1702,13.8
2025-03-01T06:00:00,ROOM-03,20.83,45.1,1592,12.8
2025-03-01T07:00:00,ROOM-03,20.19,40.9,2091,12.4
2025-03-01T08:00:00,ROOM-03,20.29,50.5,1386,13.8
2025-03-01T09:00:00,ROOM-03,21.44,46.5,1396,15.2
2025-03-01T10:00:00,ROOM-03,20.75,42.8,1321,14.5
2025-03-01T11:00:00,ROOM-03,19.62,41.6,965,12.6
2025-03-01T12:00:00,ROOM-03,21.57,42.3,1920,13.5
2025-03-01T13:00:00,ROOM-03,20.65,46.6,1358,15.4
2025-03-01T14:00:00,ROOM-03,19.25,36.6,1793,12.4
2025-03-01T15:00:00,ROOM-03,20.33,39.6,1399,12.1
2025-03-01T16:00:00,ROOM-03,19.94,46.2,1741,11.7
2025-03-01T17:00:00,ROOM-03,20.91,44.5,1325,15.7
2025-03-01T18:00:00,ROOM-03,19.62,45.7,1456,12.2
2025-03-01T19:00:00,ROOM-03,21.29,50.6,1866,14.1
2025-03-01T20:00:00,ROOM-03,20.84,37.8,1019,10.7
2025-03-01T21:00:00,ROOM-03,20.57,50.5,1431,13.2
2025-03-01T22:00:00,ROOM-03,20.5,41.6,1599,12.1
2025-03-01T23:00:00,ROOM-03,20.71,55.9,1398,12.8
2025-03-02T00:00:00,ROOM-03,20.82,40.9,930,11.8
2025-03-02T01:00:00,ROOM-03,21.49,49.6,839,13.5
2025-03-02T02:00:00,ROOM-03,21.26,46.8,1548,11.0
2025-03-02T03:00:00,ROOM-03,21.26,43.6,1467,12.1
2025-03-02T04:00:00,ROOM-03,20.66,44.4,1962,13.8
2025-03-02T05:00:00,ROOM-03,21.11,42.2,787,12.7
2025-03-02T06:00:00,ROOM-03,20.85,47.9,1497,13.6
2025-03-02T07:00:00,ROOM-03,20.59,38.6,1228,10.7
2025-03-02T08:00:00,ROOM-03,20.65,49.1,1076,14.0
2025-03-02T09:00:00,ROOM-03,20.38,47.5,1088,14.1
2025-03-02T10:00:00,ROOM-03,20.49,41.9,1213,16.1
2025-03-02T11:00:00,ROOM-03,19.88,36.5,863,10.7
2025-03-02T12:00:00,ROOM-03,21.09,44.0,521,13.1
2025-03-02T13:00:00,ROOM-03,21.44,45.6,1566,13.2
2025-03-02T14:00:00,ROOM-03,19.95,47.9,1565,12.4
2025-03-02T15:00:00,ROOM-03,19.99,49.1,1151,10.3
2025-03-02T16:00:00,ROOM-03,19.89,44.3,1464,12.4
2025-03-02T17:00:00,ROOM-03,20.42,46.8,1379,10.5
2025-03-02T18:00:00,ROOM-03,19.36,39.0,1648,12.0
2025-03-02T19:00:00,ROOM-03,21.1,53.2,1053,14.3
2025-03-02T20:00:00,ROOM-03,21.09,44.8,1147,13.6
2025-03-02T21:00:00,ROOM-03,20.23,47.5,1849,14.3
2025-03-02T22:00:00,ROOM-03,21.21,47.1,1278,13.2
2025-03-02T23:00:00,ROOM-03,19.97,52.0,1926,11.8
2025-03-03T00:00:00,ROOM-03,19.92,39.5,1510,9.8
2025-03-03T01:00:00,ROOM-03,22.03,49.1,1864,12.4
2025-03-03T02:00:00,ROOM-03,19.22,39.9,1587,9.9
2025-03-03T03:00:00,ROOM-03,20.45,47.7,1142,12.7
2025-03-03T04:00:00,ROOM-03,20.57,50.5,1717,11.2
2025-03-03T05:00:00,ROOM-03,20.16,51.3,1839,8.6
2025-03-03T06:00:00,ROOM-03,20.12,41.8,1474,11.4
2025-03-03T07:00:00,ROOM-03,20.53,43.7,1831,10.8
2025-03-03T08:00:00,ROOM-03,20.9,39.4,1869,11.1
2025-03-03T09:00:00,ROOM-03,21.41,40.4,1388,11.6
2025-03-03T10:00:00,ROOM-03,21.21,45.8,1760,11.6
2025-03-03T11:00:00,ROOM-03,20.59,45.4,1525,11.0
2025-03-03T12:00:00,ROOM-03,20.72,38.8,1368,11.7
2025-03-03T13:00:00,ROOM-03,19.93,44.1,1416,11.5
2025-03-03T14:00:00,ROOM-03,20.94,47.7,1379,11.0
2025-03-03T15:00:00,ROOM-03,21.05,48.3,1500,12.5
2025-03-03T16:00:00,ROOM-03,20.63,40.0,1556,11.5
2025-03-03T17:00:00,ROOM-03,21.25,45.2,1467,12.4
2025-03-03T18:00:00,ROOM-03,20.94,46.3,1112,10.7
2025-03-03T19:00:00,ROOM-03,19.48,42.3,1482,12.5
2025-03-03T20:00:00,ROOM-03,20.16,44.6,1440,11.7
2025-03-03T21:00:00,ROOM-03,20.99,44.9,1563,13.5
2025-03-03T22:00:00,ROOM-03,21.25,43.7,1546,15.6
2025-03-03T23:00:00,ROOM-03,20.84,46.2,1239,13.7
2025-03-04T00:00:00,ROOM-03,19.66,43.2,1295,10.8
2025-03-04T01:00:00,ROOM-03,20.46,42.5,2136,11.3
2025-03-04T02:00:00,ROOM-03,19.8,45.5,1237,12.8
2025-03-04T03:00:00,ROOM-03,20.55,45.2,1001,15.0
2025-03-04T04:00:00,ROOM-03,22.15,45.0,1417,12.8
2025-03-04T05:00:00,ROOM-03,19.48,40.5,1446,12.1
2025-03-04T06:00:00,ROOM-03,21.33,46.1,1544,15.3
2025-03-04T07:00:00,ROOM-03,20.75,45.5,1283,10.3
2025-03-04T08:00:00,ROOM-03,20.02,37.0,1600,11.8
2025-03-04T09:00:00,ROOM-03,20.06,40.4,1792,11.3
2025-03-04T10:00:00,ROOM-03,20.08,45.4,1179,10.9
2025-03-04T11:00:00,ROOM-03,20.01,48.1,1548,11.1
2025-03-04T12:00:00,ROOM-03,20.37,36.8,1280,11.5
2025-03-04T13:00:00,ROOM-03,20.27,46.4,1646,13.5
2025-03-04T14:00:00,ROOM-03,21.66,47.0,1592,12.5
2025-03-04T15:00:00,ROOM-03,19.28,43.9,1321,13.4
2025-03-04T16:00:00,ROOM-03,20.36,46.3,1547,11.5
2025-03-04T17:00:00,ROOM-03,20.78,41.8,1241,12.2
2025-03-04T18:00:00,ROOM-03,20.58,40.9,1916,14.9
2025-03-04T19:00:00,ROOM-03,21.39,44.7,1100,13.8
2025-03-04T20:00:00,ROOM-03,20.44,44.3,1422,14.6
2025-03-04T21:00:00,ROOM-03,20.71,52.3,1541,11.9
2025-03-04T22:00:00,ROOM-03,20.27,47.6,1467,12.8
2025-03-04T23:00:00,ROOM-03,20.71,40.8,1456,11.9
2025-03-05T00:00:00,ROOM-03,20.54,48.6,1395,10.2
2025-03-05T01:00:00,ROOM-03,19.71,44.6,1603,13.1
2025-03-05T02:00:00,ROOM-03,20.85,44.8,1760,15.4
2025-03-05T03:00:00,ROOM-03,19.82,40.4,1594,11.0
2025-03-05T04:00:00,ROOM-03,21.58,48.1,1658,12.8
2025-03-05T05:00:00,ROOM-03,20.61,45.6,1445,13.7
2025-03-05T06:00:00,ROOM-03,20.21,47.9,1166,13.5
2025-03-05T07:00:00,ROOM-03,20.84,41.3,1337,14.2
2025-03-05T08:00:00,ROOM-03,20.98,46.3,1513,12.7
2025-03-05T09:00:00,ROOM-03,20.08,45.5,1102,13.5
2025-03-05T10:00:00,ROOM-03,21.23,49.6,1511,11.4
2025-03-05T11:00:00,ROOM-03,20.06,44.1,1948,11.6
2025-03-05T12:00:00,ROOM-03,20.56,45.7,2065,10.9
2025-03-05T13:00:00,ROOM-03,20.19,44.7,2073,9.0
2025-03-05T14:00:00,ROOM-03,21.03,40.7,1872,11.0
2025-03-05T15:00:00,ROOM-03,21.19,50.8,1698,12.7
2025-03-05T16:00:00,ROOM-03,20.78,45.9,1735,11.6
2025-03-05T17:00:00,ROOM-03,20.97,45.5,1344,11.7
2025-03-05T18:00:00,ROOM-03,19.49,41.3,1472,14.4
2025-03-05T19:00:00,ROOM-03,21.52,40.5,1391,13.6
2025-03-05T20:00:00,ROOM-03,20.02,37.5,1328,11.6
2025-03-05T21:00:00,ROOM-03,21.36,40.8,1376,12.3
2025-03-05T22:00:00,ROOM-03,20.95,47.8,1409,15.2
2025-03-05T23:00:00,ROOM-03,20.53,39.7,1262,13.8
2025-03-06T00:00:00,ROOM-03,20.11,54.8,1971,11.3
2025-03-06T01:00:00,ROOM-03,20.88,37.3,956,11.2
2025-03-06T02:00:00,ROOM-03,20.3,47.7,2074,13.4
2025-03-06T03:00:00,ROOM-03,19.71,42.4,1691,13.0
2025-03-06T04:00:00,ROOM-03,20.26,48.7,805,12.7
2025-03-06T05:00:00,ROOM-03,20.4,49.7,1534,12.7
2025-03-06T06:00:00,ROOM-03,20.03,46.2,1212,13.4
2025-03-06T07:00:00,ROOM-03,21.53,43.2,1662,13.5
2025-03-06T08:00:00,ROOM-03,20.44,39.0,2017,11.3
2025-03-06T09:00:00,ROOM-03,19.62,39.6,2057,13.7
2025-03-06T10:00:00,ROOM-03,21.02,48.0,1180,10.4
2025-03-06T11:00:00,ROOM-03,20.51,46.7,1009,12.7
2025-03-06T12:00:00,ROOM-03,19.17,39.6,1375,11.4
2025-03-06T13:00:00,ROOM-03,19.6,47.5,2000,11.5
2025-03-06T14:00:00,ROOM-03,21.47,51.1,1421,13.0
2025-03-06T15:00:00,ROOM-03,20.24,45.8,1858,11.6
2025-03-06T16:00:00,ROOM-03,20.88,54.0,1108,14.8
2025-03-06T17:00:00,ROOM-03,21.49,44.4,608,13.4
2025-03-06T18:00:00,ROOM-03,18.62,48.1,1051,14.1
2025-03-06T19:00:00,ROOM-03,20.18,50.7,1469,13.4
2025-03-06T20:00:00,ROOM-03,20.24,39.4,1131,14.0
2025-03-06T21:00:00,ROOM-03,22.1,43.1,1487,9.9
2025-03-06T22:00:00,ROOM-03,21.51,42.4,1135,13.5
2025-03-06T23:00:00,ROOM-03,20.73,37.5,1722,10.3
2025-03-07T00:00:00,ROOM-03,20.78,40.0,2041,12.4
2025-03-07T01:00:00,ROOM-03,20.25,40.7,1281,14.1
2025-03-07T02:00:00,ROOM-03,21.37,41.1,1532,11.6
2025-03-07T03:00:00,ROOM-03,20.79,45.3,929,11.6
2025-03-07T04:00:00,ROOM-03,19.29,45.6,1589,12.8
2025-03-07T05:00:00,ROOM-03,21.23,51.7,1156,9.6
2025-03-07T06:00:00,ROOM-03,20.55,40.7,1300,13.8
2025-03-07T07:00:00,ROOM-03,21.53,38.1,1915,12.4
2025-03-07T08:00:00,ROOM-03,21.18,43.6,1195,13.6
2025-03-07T09:00:00,ROOM-03,20.01,42.5,1309,15.1
2025-03-07T10:00:00,ROOM-03,20.2,43.2,1088,12.3
2025-03-07T11:00:00,ROOM-03,21.11,42.3,1480,11.2
2025-03-07T12:00:00,ROOM-03,20.82,43.2,1441,11.7
2025-03-07T13:00:00,ROOM-03,19.85,47.3,1467,13.3
2025-03-07T14:00:00,ROOM-03,21.4,46.1,1132,11.7
2025-03-07T15:00:00,ROOM-03,20.65,47.3,1549,11.8
2025-03-07T16:00:00,ROOM-03,21.28,40.2,1060,14.3
2025-03-07T17:00:00,ROOM-03,20.43,45.4,1655,15.6
2025-03-07T18:00:00,ROOM-03,20.69,43.2,1349,12.6
2025-03-07T19:00:00,ROOM-03,19.48,47.2,792,13.4
2025-03-07T20:00:00,ROOM-03,21.33,41.2,958,14.4
2025-03-07T21:00:00,ROOM-03,20.94,50.1,1940,10.8
2025-03-07T22:00:00,ROOM-03,21.14,39.1,1009,9.0
2025-03-07T23:00:00,ROOM-03,20.51,45.1,1134,12.5
2025-03-08T00:00:00,ROOM-03,20.32,45.4,802,10.1
2025-03-08T01:00:00,ROOM-03,20.69,39.9,1783,13.7
2025-03-08T02:00:00,ROOM-03,20.0,48.3,1401,14.1
2025-03-08T03:00:00,ROOM-03,20.36,47.1,1210,13.8
2025-03-08T04:00:00,ROOM-03,21.35,42.0,1128,14.2
2025-03-08T05:00:00,ROOM-03,20.68,42.5,1581,10.0
2025-03-08T06:00:00,ROOM-03,19.92,44.3,1891,14.2
2025-03-08T07:00:00,ROOM-03,20.41,44.9,1206,13.0
2025-03-08T08:00:00,ROOM-03,19.93,45.1,593,14.4
2025-03-08T09:00:00,ROOM-03,20.0,41.3,1484,15.1
2025-03-08T10:00:00,ROOM-03,20.83,53.5,1304,13.0
2025-03-08T11:00:00,ROOM-03,19.56,45.3,729,12.9
2025-03-08T12:00:00,ROOM-03,20.89,43.9,1279,13.2
2025-03-08T13:00:00,ROOM-03,20.21,47.5,1141,11.0
2025-03-08T14:00:00,ROOM-03,19.87,41.6,1167,14.1
2025-03-08T15:00:00,ROOM-03,20.4,47.4,1422,11.9
2025-03-08T16:00:00,ROOM-03,21.3,44.5,1774,12.1
2025-03-08T17:00:00,ROOM-03,20.4,42.7,1591,13.7
2025-03-08T18:00:00,ROOM-03,20.12,36.6,1471,14.1
2025-03-08T19:00:00,ROOM-03,21.18,38.9,1501,12.4
2025-03-08T20:00:00,ROOM-03,21.32,48.0,1215,11.1
2025-03-08T21:00:00,ROOM-03,21.02,45.8,1387,14.4
2025-03-08T22:00:00,ROOM-03,20.55,52.1,1291,11.4
2025-03-08T23:00:00,ROOM-03,21.53,41.6,1966,10.6
2025-03-09T00:00:00,ROOM-03,19.91,42.3,1455,11.6
2025-03-09T01:00:00,ROOM-03,19.93,49.3,1021,14.3
2025-03-09T02:00:00,ROOM-03,20.73,39.3,1281,10.2
2025-03-09T03:00:00,ROOM-03,20.18,41.8,872,14.0
2025-03-09T04:00:00,ROOM-03,20.89,43.8,796,13.6
2025-03-09T05:00:00,ROOM-03,21.81,45.0,2132,13.5
2025-03-09T06:00:00,ROOM-03,21.8,42.7,1831,14.2
2025-03-09T07:00:00,ROOM-03,19.85,52.4,2028,12.5
2025-03-09T08:00:00,ROOM-03,20.25,49.2,815,10.2
2025-03-09T09:00:00,ROOM-03,19.24,41.2,722,15.5
2025-03-09T10:00:00,ROOM-03,19.72,52.7,1317,10.7
2025-03-09T11:00:00,ROOM-03,19.99,46.9,1352,11.5
2025-03-09T12:00:00,ROOM-03,20.72,44.7,1143,12.9
2025-03-09T13:00:00,ROOM-03,21.18,47.0,1505,12.9
2025-03-09T14:00:00,ROOM-03,20.7,46.8,954,12.4
2025-03-09T15:00:00,ROOM-03,20.18,43.4,1337,10.8
2025-03-09T16:00:00,ROOM-03,19.66,37.7,1245,11.0
2025-03-09T17:00:00,ROOM-03,20.96,43.9,1495,11.6
2025-03-09T18:00:00,ROOM-03,19.9,43.7,1437,13.8
2025-03-09T19:00:00,ROOM-03,20.62,47.6,1714,11.9
2025-03-09T20:00:00,ROOM-03,19.85,45.6,1378,12.2
2025-03-09T21:00:00,ROOM-03,20.13,44.7,1481,12.0
2025-03-09T22:00:00,ROOM-03,20.9,38.2,1251,10.7
2025-03-09T23:00:00,ROOM-03,20.59,50.5,1691,14.4
2025-03-10T00:00:00,ROOM-03,20.57,43.7,835,11.5
2025-03-10T01:00:00,ROOM-03,21.62,48.5,1272,7.9
2025-03-10T02:00:00,ROOM-03,20.3,43.1,1029,13.3
2025-03-10T03:00:00,ROOM-03,20.25,43.6,1970,10.9
2025-03-10T04:00:00,ROOM-03,20.16,43.4,1437,13.3
2025-03-10T05:00:00,ROOM-03,20.44,47.6,1473,13.2
2025-03-10T06:00:00,ROOM-03,19.9,42.8,1544,13.7
2025-03-10T07:00:00,ROOM-03,20.43,39.7,1629,12.0
2025-03-10T08:00:00,ROOM-03,21.64,44.8,2161,13.0
2025-03-10T09:00:00,ROOM-03,19.31,49.8,1297,13.8
2025-03-10T10:00:00,ROOM-03,19.97,42.0,1338,13.5
2025-03-10T11:00:00,ROOM-03,21.23,40.1,1765,12.8
2025-03-10T12:00:00,ROOM-03,20.53,43.4,1561,9.5
2025-03-10T13:00:00,ROOM-03,21.57,49.0,950,12.7
2025-03-10T14:00:00,ROOM-03,20.99,46.9,1866,13.1
2025-03-10T15:00:00,ROOM-03,19.32,51.4,1122,12.3
2025-03-10T16:00:00,ROOM-03,20.9,40.7,1310,15.6
2025-03-10T17:00:00,ROOM-03,20.22,41.0,1667,14.1
2025-03-10T18:00:00,ROOM-03,20.91,42.6,1347,12.1
2025-03-10T19:00:00,ROOM-03,20.58,44.3,1355,14.9
2025-03-10T20:00:00,ROOM-03,20.37,46.3,1389,13.6
2025-03-10T21:00:00,ROOM-03,20.95,50.7,958,11.9
2025-03-10T22:00:00,ROOM-03,20.17,49.4,1046,10.6
2025-03-10T23:00:00,ROOM-03,20.2,47.8,1208,12.6
2025-03-01T00:00:00,ROOM-04,20.06,45.6,143056,11.2
2025-03-01T01:00:00,ROOM-04,20.5,38.0,152781,10.1
2025-03-01T02:00:00,ROOM-04,20.78,42.2,82077,12.8
2025-03-01T03:00:00,ROOM-04,19.6,38.5,152034,12.9
2025-03-01T04:00:00,ROOM-04,20.71,40.6,155440,12.3
2025-03-01T05:00:00,ROOM-04,20.56,45.7,140090,13.3
2025-03-01T06:00:00,ROOM-04,21.4,50.9,122690,9.3
2025-03-01T07:00:00,ROOM-04,20.38,53.3,144095,11.1
2025-03-01T08:00:00,ROOM-04,21.17,37.2,149491,10.2
2025-03-01T09:00:00,ROOM-04,19.95,45.8,152352,13.9
2025-03-01T10:00:00,ROOM-04,20.52,41.2,202082,10.2
2025-03-01T11:00:00,ROOM-04,21.07,45.9,117620,10.7
2025-03-01T12:00:00,ROOM-04,20.45,45.5,146220,10.9
2025-03-01T13:00:00,ROOM-04,19.87,45.3,159077,10.1
2025-03-01T14:00:00,ROOM-04,20.97,56.0,65862,10.4
2025-03-01T15:00:00,ROOM-04,20.06,49.1,186823,13.4
2025-03-01T16:00:00,ROOM-04,20.56,48.8,134778,16.6
2025-03-01T17:00:00,ROOM-04,20.47,40.7,93509,13.4
2025-03-01T18:00:00,ROOM-04,19.98,37.9,131719,11.8
2025-03-01T19:00:00,ROOM-04,20.66,46.0,146006,11.6
2025-03-01T20:00:00,ROOM-04,21.49,46.3,187098,12.8
2025-03-01T21:00:00,ROOM-04,20.86,46.6,136866,14.4
2025-03-01T22:00:00,ROOM-04,20.7,44.6,134004,15.2
2025-03-01T23:00:00,ROOM-04,19.9,47.6,158875,10.9
2025-03-02T00:00:00,ROOM-04,20.24,53.0,175913,10.3
2025-03-02T01:00:00,ROOM-04,21.21,43.2,174650,11.1
2025-03-02T02:00:00,ROOM-04,20.14,42.9,127917,12.6
2025-03-02T03:00:00,ROOM-04,20.84,47.3,110487,8.7
2025-03-02T04:00:00,ROOM-04,20.97,46.1,170350,14.4
2025-03-02T05:00:00,ROOM-04,20.21,46.1,157501,13.9
2025-03-02T06:00:00,ROOM-04,20.09,44.6,109992,13.5
2025-03-02T07:00:00,ROOM-04,20.85,38.8,168822,11.7
2025-03-02T08:00:00,ROOM-04,20.88,42.4,144267,11.8
2025-03-02T09:00:00,ROOM-04,21.3,42.4,56798,12.5
2025-03-02T10:00:00,ROOM-04,21.1,40.2,153538,12.1
2025-03-02T11:00:00,ROOM-04,19.39,49.4,64404,11.9
2025-03-02T12:00:00,ROOM-04,20.78,52.3,161245,14.0
2025-03-02T13:00:00,ROOM-04,20.43,40.2,134716,11.3
2025-03-02T14:00:00,ROOM-04,21.09,47.9,163429,13.3
2025-03-02T15:00:00,ROOM-04,20.16,46.3,115236,11.4
2025-03-02T16:00:00,ROOM-04,19.87,38.0,123834,13.7
2025-03-02T17:00:00,ROOM-04,20.14,37.6,131041,9.0
2025-03-02T18:00:00,ROOM-04,19.73,46.8,95501,13.4
2025-03-02T19:00:00,ROOM-04,21.97,44.4,121349,9.8
2025-03-02T20:00:00,ROOM-04,21.0,48.7,130333,14.2
2025-03-02T21:00:00,ROOM-04,20.43,45.9,149569,14.7
2025-03-02T22:00:00,ROOM-04,20.34,46.4,155185,8.8
2025-03-02T23:00:00,ROOM-04,20.37,40.4,143805,15.0
2025-03-03T00:00:00,ROOM-04,19.96,48.4,159935,13.0
2025-03-03T01:00:00,ROOM-04,20.94,45.1,102020,11.1
2025-03-03T02:00:00,ROOM-04,20.45,48.4,189516,13.8
2025-03-03T03:00:00,ROOM-04,20.43,47.8,141512,11.9
2025-03-03T04:00:00,ROOM-04,21.31,43.9,100737,12.4
2025-03-03T05:00:00,ROOM-04,19.73,38.4,98836,11.8
2025-03-03T06:00:00,ROOM-04,20.56,44.7,170230,13.4
2025-03-03T07:00:00,ROOM-04,20.79,44.3,76962,11.9
2025-03-03T08:00:00,ROOM-04,20.55,43.6,185639,11.8
2025-03-03T09:00:00,ROOM-04,20.75,48.6,120331,13.7
2025-03-03T10:00:00,ROOM-04,20.68,45.0,131228,13.1
2025-03-03T11:00:00,ROOM-04,20.05,38.4,128087,14.4
2025-03-03T12:00:00,ROOM-04,21.35,47.1,143997,11.2
2025-03-03T13:00:00,ROOM-04,20.72,44.6,109003,10.7
2025-03-03T14:00:00,ROOM-04,20.19,49.4,65116,10.8
2025-03-03T15:00:00,ROOM-04,20.09,45.9,198437,14.6
2025-03-03T16:00:00,ROOM-04,20.22,42.1,151735,13.2
2025-03-03T17:00:00,ROOM-04,19.88,50.5,114561,10.1
2025-03-03T18:00:00,ROOM-04,20.36,42.2,171142,12.0
2025-03-03T19:00:00,ROOM-04,20.07,52.3,115132,11.4
2025-03-03T20:00:00,ROOM-04,20.86,46.4,166881,13.7
2025-03-03T21:00:00,ROOM-04,20.75,42.5,84513,11.1
2025-03-03T22:00:00,ROOM-04,21.58,42.0,129275,11.7
2025-03-03T23:00:00,ROOM-04,21.06,45.0,106595,11.7
2025-03-04T00:00:00,ROOM-04,20.51,45.1,146836,12.4
2025-03-04T01:00:00,ROOM-04,20.92,53.0,82825,11.7
2025-03-04T02:00:00,ROOM-04,20.78,40.5,150799,12.1
2025-03-04T03:00:00,ROOM-04,21.05,45.9,132011,12.4
